Job ID,Contracted,Full Time,Unspecified
1,False,False,True
2,False,True,False
3,True,False,False
4,True,False,False
5,True,False,False
6,False,True,False
7,False,True,False
8,False,True,False
9,False,True,False
10,False,True,False
11,False,True,False
12,False,True,False
13,False,True,False
14,True,False,False
15,True,False,False
16,False,True,False
17,True,False,False
18,False,True,False
19,False,True,False
20,False,True,False
21,False,True,False
22,True,False,False
23,False,True,False
24,False,True,False
25,False,True,False
26,False,True,False
27,False,True,False
28,False,True,False
29,False,True,False
30,False,True,False
31,False,True,False
32,False,True,False
33,False,True,False
34,False,True,False
35,False,True,False
36,False,True,False
37,True,False,False
38,True,False,False
39,False,True,False
40,False,False,True
41,False,True,False
42,False,True,False
43,False,True,False
44,False,True,False
45,True,False,False
46,False,True,False
47,True,False,False
48,True,False,False
49,False,True,False
50,True,False,False
51,True,False,False
52,False,True,False
53,False,True,False
54,True,False,False
55,True,False,False
56,False,True,False
57,False,True,False
58,False,True,False
59,True,False,False
60,False,True,False
61,False,True,False
62,True,False,False
63,False,True,False
64,True,False,False
65,False,True,False
66,True,False,False
67,True,False,False
68,True,False,False
69,False,True,False
70,False,True,False
71,True,False,False
72,False,True,False
73,True,False,False
74,True,False,False
75,False,True,False
76,False,True,False
77,False,True,False
78,False,True,False
79,False,True,False
80,True,False,False
81,True,False,False
82,True,False,False
83,False,True,False
84,False,True,False
85,True,False,False
86,False,True,False
87,False,True,False
88,False,True,False
89,True,False,False
90,False,True,False
91,False,True,False
92,False,True,False
93,False,True,False
94,False,True,False
95,False,True,False
96,False,True,False
97,False,True,False
98,False,True,False
99,True,False,False
100,False,True,False
101,False,True,False
102,True,False,False
103,False,True,False
104,True,False,False
105,True,False,False
106,False,True,False
107,False,True,False
108,True,False,False
109,True,False,False
110,False,True,False
111,False,True,False
112,True,False,False
113,True,False,False
114,True,False,False
115,True,False,False
116,True,False,False
117,True,False,False
118,True,False,False
119,True,False,False
120,True,False,False
121,False,True,False
122,True,False,False
123,False,True,False
124,False,True,False
125,False,True,False
126,False,True,False
127,False,True,False
128,False,True,False
129,False,True,False
130,True,False,False
131,True,False,False
132,False,True,False
133,False,True,False
134,False,True,False
135,True,False,False
136,False,True,False
137,False,True,False
138,False,True,False
139,False,True,False
140,False,True,False
141,False,True,False
142,False,True,False
143,True,False,False
144,False,True,False
145,False,True,False
146,True,False,False
147,False,True,False
148,True,False,False
149,True,False,False
150,True,False,False
151,True,False,False
152,True,False,False
153,False,True,False
154,True,False,False
155,False,True,False
156,False,True,False
157,False,True,False
158,False,True,False
159,False,True,False
160,False,True,False
161,False,True,False
162,True,False,False
163,True,False,False
164,True,False,False
165,False,True,False
166,False,True,False
167,True,False,False
168,False,True,False
169,False,True,False
170,False,True,False
171,False,True,False
172,False,True,False
173,False,True,False
174,True,False,False
175,False,True,False
176,False,True,False
177,False,True,False
178,False,True,False
179,True,False,False
180,True,False,False
181,False,True,False
182,False,True,False
183,False,True,False
184,False,True,False
185,False,True,False
186,True,False,False
187,False,True,False
188,True,False,False
189,False,True,False
190,True,False,False
191,True,False,False
192,False,True,False
193,False,True,False
194,True,False,False
195,False,True,False
196,False,True,False
197,True,False,False
198,True,False,False
199,False,True,False
200,True,False,False
201,False,True,False
202,False,True,False
203,False,True,False
204,False,True,False
205,True,False,False
206,False,True,False
207,False,True,False
208,False,True,False
209,False,True,False
210,False,True,False
211,False,True,False
212,False,True,False
213,False,True,False
214,False,True,False
215,True,False,False
216,True,False,False
217,False,True,False
218,True,False,False
219,False,True,False
220,False,True,False
221,False,True,False
222,False,True,False
223,False,True,False
224,True,False,False
225,False,True,False
226,False,True,False
227,False,True,False
228,False,True,False
229,False,True,False
230,False,True,False
231,False,True,False
232,False,True,False
233,False,True,False
234,False,True,False
235,True,False,False
236,False,True,False
237,True,False,False
238,False,True,False
239,False,True,False
240,False,True,False
241,False,True,False
242,False,True,False
243,True,False,False
244,True,False,False
245,False,True,False
246,True,False,False
247,False,True,False
248,False,True,False
249,False,True,False
250,False,True,False
251,True,False,False
252,True,False,False
253,False,True,False
254,True,False,False
255,True,False,False
256,False,True,False
257,False,True,False
258,True,False,False
259,False,True,False
260,False,True,False
261,True,False,False
262,False,True,False
263,False,True,False
264,True,False,False
265,True,False,False
266,True,False,False
267,False,True,False
268,True,False,False
269,True,False,False
270,False,True,False
271,True,False,False
272,False,True,False
273,False,True,False
274,False,True,False
275,False,True,False
276,True,False,False
277,True,False,False
278,True,False,False
279,False,True,False
280,False,True,False
281,True,False,False
282,False,True,False
283,False,True,False
284,True,False,False
285,False,True,False
286,False,True,False
287,False,True,False
288,False,True,False
289,False,True,False
290,True,False,False
291,False,True,False
292,True,False,False
293,False,True,False
294,False,True,False
295,True,False,False
296,True,False,False
297,True,False,False
298,False,True,False
299,False,True,False
300,False,True,False
301,False,True,False
302,False,True,False
303,False,True,False
304,False,True,False
305,False,True,False
306,False,True,False
307,False,True,False
308,False,True,False
309,True,False,False
310,False,True,False
311,False,True,False
312,False,True,False
313,False,True,False
314,False,True,False
315,False,True,False
316,False,True,False
317,True,False,False
318,False,True,False
319,False,True,False
320,False,True,False
321,False,True,False
322,False,True,False
323,False,True,False
324,True,False,False
325,False,True,False
326,True,False,False
327,True,False,False
328,False,True,False
329,True,False,False
330,True,False,False
331,True,False,False
332,True,False,False
333,False,True,False
334,False,True,False
335,False,True,False
336,False,True,False
337,True,False,False
338,False,True,False
339,False,False,True
340,False,True,False
341,False,True,False
342,False,True,False
343,True,False,False
344,True,False,False
345,False,True,False
346,False,True,False
347,True,False,False
348,True,False,False
349,True,False,False
350,False,True,False
351,False,True,False
352,False,True,False
353,False,True,False
354,True,False,False
355,True,False,False
356,False,True,False
357,False,True,False
358,True,False,False
359,True,False,False
360,False,True,False
361,False,True,False
362,True,False,False
363,False,True,False
364,True,False,False
365,False,True,False
366,False,True,False
367,False,True,False
368,False,True,False
369,True,False,False
370,False,True,False
371,True,False,False
372,False,True,False
373,True,False,False
374,True,False,False
375,False,True,False
376,False,True,False
377,False,True,False
378,True,False,False
379,True,False,False
380,True,False,False
381,False,True,False
382,False,True,False
383,False,True,False
384,False,True,False
385,False,True,False
386,True,False,False
387,False,True,False
388,False,True,False
389,False,True,False
390,True,False,False
391,False,True,False
392,False,True,False
393,False,True,False
394,False,True,False
395,False,True,False
396,False,True,False
397,False,True,False
398,False,True,False
399,True,False,False
400,False,True,False
401,False,True,False
402,True,False,False
403,True,False,False
404,False,True,False
405,False,True,False
406,True,False,False
407,True,False,False
408,False,True,False
409,False,True,False
410,True,False,False
411,False,True,False
412,False,True,False
413,False,True,False
414,False,True,False
415,True,False,False
416,True,False,False
417,False,True,False
418,True,False,False
419,True,False,False
420,True,False,False
421,True,False,False
422,False,True,False
423,False,True,False
424,False,True,False
425,False,True,False
426,False,True,False
427,True,False,False
428,True,False,False
429,True,False,False
430,True,False,False
431,False,True,False
432,False,True,False
433,False,True,False
434,False,True,False
435,False,True,False
436,True,False,False
437,True,False,False
438,False,True,False
439,False,True,False
440,False,True,False
441,False,True,False
442,False,True,False
443,False,True,False
444,False,True,False
445,False,True,False
446,False,True,False
447,False,True,False
448,True,False,False
449,False,True,False
450,False,True,False
451,False,True,False
452,True,False,False
453,True,False,False
454,False,True,False
455,True,False,False
456,True,False,False
457,True,False,False
458,True,False,False
459,False,True,False
460,True,False,False
461,False,True,False
462,False,True,False
463,False,True,False
464,True,False,False
465,True,False,False
466,False,True,False
467,True,False,False
468,False,True,False
469,False,True,False
470,False,True,False
471,False,True,False
472,False,True,False
473,True,False,False
474,False,True,False
475,False,True,False
476,True,False,False
477,False,True,False
478,True,False,False
479,False,True,False
480,False,True,False
481,False,True,False
482,False,True,False
483,False,True,False
484,False,True,False
485,False,True,False
486,False,True,False
487,True,False,False
488,False,True,False
489,True,False,False
490,False,True,False
491,True,False,False
492,False,True,False
493,False,True,False
494,False,True,False
495,False,True,False
496,True,False,False
497,True,False,False
498,True,False,False
499,False,True,False
500,False,True,False
501,False,True,False
502,False,True,False
503,False,True,False
504,False,True,False
505,True,False,False
506,True,False,False
507,False,True,False
508,False,True,False
509,True,False,False
510,False,True,False
511,True,False,False
512,False,True,False
513,False,True,False
514,False,True,False
515,True,False,False
516,False,True,False
517,True,False,False
518,False,True,False
519,True,False,False
520,False,True,False
521,False,True,False
522,True,False,False
523,False,True,False
524,True,False,False
525,False,True,False
526,True,False,False
527,True,False,False
528,False,True,False
529,True,False,False
530,True,False,False
531,False,True,False
532,True,False,False
533,False,True,False
534,False,True,False
535,False,True,False
536,True,False,False
537,False,True,False
538,True,False,False
539,False,True,False
540,True,False,False
541,False,True,False
542,False,True,False
543,False,True,False
544,False,True,False
545,True,False,False
546,True,False,False
547,True,False,False
548,True,False,False
549,True,False,False
550,True,False,False
551,False,True,False
552,False,True,False
553,False,True,False
554,True,False,False
555,True,False,False
556,False,True,False
557,True,False,False
558,False,True,False
559,True,False,False
560,False,True,False
561,False,True,False
562,True,False,False
563,True,False,False
564,False,True,False
565,True,False,False
566,True,False,False
567,False,True,False
568,True,False,False
569,True,False,False
570,False,True,False
571,True,False,False
572,False,True,False
573,False,True,False
574,True,False,False
575,False,True,False
576,False,True,False
577,False,True,False
578,True,False,False
579,False,True,False
580,False,True,False
581,False,True,False
582,False,True,False
583,True,False,False
584,True,False,False
585,False,True,False
586,False,True,False
587,True,False,False
588,False,True,False
589,False,True,False
590,False,False,True
591,True,False,False
592,True,False,False
593,True,False,False
594,True,False,False
595,False,True,False
596,True,False,False
597,False,True,False
598,False,True,False
599,True,False,False
600,False,True,False
601,False,True,False
602,False,True,False
603,True,False,False
604,False,True,False
605,False,True,False
606,False,True,False
607,False,True,False
608,False,True,False
609,True,False,False
610,False,True,False
611,False,True,False
612,False,True,False
613,False,True,False
614,False,True,False
615,True,False,False
616,False,True,False
617,False,True,False
618,True,False,False
619,False,True,False
620,False,True,False
621,False,True,False
622,False,True,False
623,True,False,False
624,False,True,False
625,False,True,False
626,False,True,False
627,True,False,False
628,False,True,False
629,False,True,False
630,True,False,False
631,True,False,False
632,False,True,False
633,False,True,False
634,True,False,False
635,False,True,False
636,False,True,False
637,False,True,False
638,True,False,False
639,False,True,False
640,False,True,False
641,True,False,False
642,True,False,False
643,False,True,False
644,False,True,False
645,False,True,False
646,False,True,False
647,False,True,False
648,False,True,False
649,False,True,False
650,False,True,False
651,True,False,False
652,False,True,False
653,True,False,False
654,True,False,False
655,True,False,False
656,True,False,False
657,False,True,False
658,False,True,False
659,False,True,False
660,True,False,False
661,True,False,False
662,False,True,False
663,False,True,False
664,False,True,False
665,False,True,False
666,False,True,False
667,True,False,False
668,False,True,False
669,False,True,False
670,True,False,False
671,False,True,False
672,False,True,False
673,True,False,False
674,False,True,False
675,True,False,False
676,True,False,False
677,False,True,False
678,True,False,False
679,False,True,False
680,False,True,False
681,True,False,False
682,False,True,False
683,True,False,False
684,False,True,False
685,False,True,False
686,False,True,False
687,False,True,False
688,False,True,False
689,True,False,False
690,False,True,False
691,False,True,False
692,True,False,False
693,False,True,False
694,False,True,False
695,False,True,False
696,False,True,False
697,False,True,False
698,False,True,False
699,True,False,False
700,False,True,False
701,False,True,False
702,False,True,False
703,True,False,False
704,False,True,False
705,False,True,False
706,False,True,False
707,True,False,False
708,True,False,False
709,True,False,False
710,True,False,False
711,False,True,False
712,False,True,False
713,False,True,False
714,True,False,False
715,False,True,False
716,False,True,False
717,False,True,False
718,True,False,False
719,False,True,False
720,False,True,False
721,False,True,False
722,False,True,False
723,False,True,False
724,False,True,False
725,False,True,False
726,False,True,False
727,True,False,False
728,False,True,False
729,False,True,False
730,False,True,False
731,True,False,False
732,False,True,False
733,False,True,False
734,True,False,False
735,True,False,False
736,True,False,False
737,False,True,False
738,False,True,False
739,False,True,False
740,False,True,False
741,False,True,False
742,True,False,False
743,False,True,False
744,True,False,False
745,False,True,False
746,True,False,False
747,False,True,False
748,False,True,False
749,True,False,False
750,False,True,False
751,False,True,False
752,False,True,False
753,False,True,False
754,False,True,False
755,True,False,False
756,False,True,False
757,False,True,False
758,True,False,False
759,True,False,False
760,True,False,False
761,True,False,False
762,True,False,False
763,False,True,False
764,False,True,False
765,True,False,False
766,True,False,False
767,False,True,False
768,False,True,False
769,False,True,False
770,False,True,False
771,False,True,False
772,False,True,False
773,False,True,False
774,False,True,False
775,False,True,False
776,False,True,False
777,False,True,False
778,True,False,False
779,True,False,False
780,False,True,False
781,False,True,False
782,True,False,False
783,True,False,False
784,True,False,False
785,True,False,False
786,True,False,False
787,True,False,False
788,True,False,False
789,False,True,False
790,False,True,False
791,False,True,False
792,False,True,False
793,False,True,False
794,False,True,False
795,True,False,False
796,True,False,False
797,False,True,False
798,True,False,False
799,False,True,False
800,False,True,False
801,True,False,False
802,False,True,False
803,False,True,False
804,True,False,False
805,True,False,False
806,False,True,False
807,True,False,False
808,True,False,False
809,False,True,False
810,False,True,False
811,True,False,False
812,True,False,False
813,False,True,False
814,True,False,False
815,False,True,False
816,False,True,False
817,False,True,False
818,False,True,False
819,False,True,False
820,True,False,False
821,True,False,False
822,False,True,False
823,True,False,False
824,True,False,False
825,True,False,False
826,True,False,False
827,False,True,False
828,True,False,False
829,True,False,False
830,False,True,False
831,False,True,False
832,False,True,False
833,False,True,False
834,False,True,False
835,False,True,False
836,True,False,False
837,True,False,False
838,False,True,False
839,True,False,False
840,True,False,False
841,False,True,False
842,True,False,False
843,False,True,False
844,False,True,False
845,True,False,False
846,False,True,False
847,True,False,False
848,False,True,False
849,False,True,False
850,True,False,False
851,False,True,False
852,False,True,False
853,True,False,False
854,False,True,False
855,False,True,False
856,False,True,False
857,False,True,False
858,False,True,False
859,False,True,False
860,False,True,False
861,False,True,False
862,False,True,False
863,False,True,False
864,False,True,False
865,False,True,False
866,False,True,False
867,False,True,False
868,True,False,False
869,False,True,False
870,False,True,False
871,False,True,False
872,False,True,False
873,False,True,False
874,False,True,False
875,True,False,False
876,False,True,False
877,True,False,False
878,False,True,False
879,False,True,False
880,True,False,False
881,False,True,False
882,True,False,False
883,False,True,False
884,True,False,False
885,True,False,False
886,False,True,False
887,False,True,False
888,True,False,False
889,True,False,False
890,True,False,False
891,True,False,False
892,False,True,False
893,True,False,False
894,False,True,False
895,False,True,False
896,True,False,False
897,False,True,False
898,False,True,False
899,True,False,False
900,False,True,False
901,True,False,False
902,False,True,False
903,False,False,True
904,True,False,False
905,False,True,False
906,False,True,False
907,False,True,False
908,True,False,False
909,False,True,False
910,True,False,False
911,False,True,False
912,True,False,False
913,False,True,False
914,True,False,False
915,False,True,False
916,True,False,False
917,True,False,False
918,True,False,False
919,False,True,False
920,False,True,False
921,True,False,False
922,False,True,False
923,True,False,False
924,False,True,False
925,True,False,False
926,False,True,False
927,False,True,False
928,False,True,False
929,False,True,False
930,False,True,False
931,False,True,False
932,False,True,False
933,True,False,False
934,True,False,False
935,True,False,False
936,True,False,False
937,True,False,False
938,False,True,False
939,False,True,False
940,False,True,False
941,False,True,False
942,False,True,False
943,False,True,False
944,False,True,False
945,True,False,False
946,False,True,False
947,False,True,False
948,False,True,False
949,True,False,False
950,True,False,False
951,False,True,False
952,False,True,False
953,False,True,False
954,True,False,False
955,True,False,False
956,False,True,False
957,False,True,False
958,False,True,False
959,True,False,False
960,True,False,False
961,False,True,False
962,False,True,False
963,False,True,False
964,False,True,False
965,True,False,False
966,True,False,False
967,False,True,False
968,False,True,False
969,False,True,False
970,False,True,False
971,False,True,False
972,False,True,False
973,False,True,False
974,False,True,False
975,False,True,False
976,False,True,False
977,False,True,False
978,False,True,False
979,False,True,False
980,False,True,False
981,True,False,False
982,False,True,False
983,False,True,False
984,False,True,False
985,True,False,False
986,True,False,False
987,True,False,False
988,True,False,False
989,False,True,False
990,True,False,False
991,False,True,False
992,False,True,False
993,True,False,False
994,False,True,False
995,True,False,False
996,True,False,False
997,False,True,False
998,False,True,False
999,True,False,False
1000,False,True,False
1001,True,False,False
1002,False,True,False
1003,False,True,False
1004,False,True,False
1005,False,True,False
1006,True,False,False
1007,True,False,False
1008,False,True,False
1009,True,False,False
1010,False,True,False
1011,False,True,False
1012,False,True,False
1013,False,True,False
1014,False,True,False
1015,False,True,False
1016,True,False,False
1017,False,True,False
1018,False,True,False
1019,False,True,False
1020,False,True,False
1021,True,False,False
1022,False,True,False
1023,True,False,False
1024,False,True,False
1025,True,False,False
1026,False,True,False
1027,False,True,False
1028,False,True,False
1029,True,False,False
1030,True,False,False
1031,False,True,False
1032,False,True,False
1033,False,True,False
1034,False,True,False
1035,False,True,False
1036,True,False,False
1037,True,False,False
1038,False,True,False
1039,False,True,False
1040,False,True,False
1041,False,True,False
1042,True,False,False
1043,False,True,False
1044,True,False,False
1045,False,True,False
1046,False,True,False
1047,False,True,False
1048,False,True,False
1049,True,False,False
1050,True,False,False
1051,True,False,False
1052,False,True,False
1053,False,True,False
1054,False,True,False
1055,False,True,False
1056,False,True,False
1057,False,True,False
1058,False,True,False
1059,False,True,False
1060,False,True,False
1061,True,False,False
1062,False,True,False
1063,False,True,False
1064,False,True,False
1065,False,True,False
1066,False,True,False
1067,True,False,False
1068,False,True,False
1069,False,False,True
1070,False,True,False
1071,False,True,False
1072,True,False,False
1073,True,False,False
1074,False,True,False
1075,True,False,False
1076,False,True,False
1077,False,True,False
1078,False,True,False
1079,False,True,False
1080,False,True,False
1081,False,False,True
1082,False,True,False
1083,False,True,False
1084,False,True,False
1085,False,True,False
1086,False,True,False
1087,False,True,False
1088,False,True,False
1089,False,True,False
1090,False,True,False
1091,True,False,False
1092,True,False,False
1093,True,False,False
1094,True,False,False
1095,True,False,False
1096,False,True,False
1097,True,False,False
1098,True,False,False
1099,True,False,False
1100,True,False,False
1101,True,False,False
1102,False,True,False
1103,False,True,False
1104,False,True,False
1105,False,True,False
1106,True,False,False
1107,False,True,False
1108,False,True,False
1109,False,True,False
1110,False,True,False
1111,True,False,False
1112,True,False,False
1113,True,False,False
1114,False,True,False
1115,True,False,False
1116,False,True,False
1117,False,True,False
1118,False,True,False
1119,False,True,False
1120,False,True,False
1121,False,True,False
1122,False,True,False
1123,True,False,False
1124,True,False,False
1125,True,False,False
1126,False,True,False
1127,False,True,False
1128,False,True,False
1129,False,True,False
1130,False,True,False
1131,False,True,False
1132,False,True,False
1133,True,False,False
1134,False,True,False
1135,False,True,False
1136,False,True,False
1137,False,True,False
1138,False,True,False
1139,False,True,False
1140,False,True,False
1141,False,True,False
1142,True,False,False
1143,False,True,False
1144,False,True,False
1145,False,True,False
1146,True,False,False
1147,True,False,False
1148,False,True,False
1149,False,True,False
1150,False,True,False
1151,True,False,False
1152,False,True,False
1153,False,True,False
1154,False,True,False
1155,False,True,False
1156,False,True,False
1157,False,True,False
1158,False,True,False
1159,False,True,False
1160,False,True,False
1161,True,False,False
1162,False,True,False
1163,True,False,False
1164,True,False,False
1165,False,True,False
1166,True,False,False
1167,True,False,False
1168,False,True,False
1169,True,False,False
